Baraga Solar project 3 - 2018 data (Differentiator: Higher DC to AC ratio),,NOTES:,
Latitude,  46.69 ,"Location selected for EJ /policy reasons (because it is situated in a Native community), and selected locally for being in an area with better solar resource",
Longitude,  (88.62),,
System capacity (kW DC),1000,<-- auto-generated by SAM,
System capacity (W DC),"  1,000,000 ",,
DC to AC ratio,1.34,This is recommended by ATB. Higher,
AC capacity (kW AC),746.27,Found on SAM. Lower,
AC capacity (W AC),"  746,270 ",,
Mean capacity factor (%),18.6%,"Very low, worse than class 10",But better than Baraga 2
Capex (overnight cap cost) ($/kw)," $ 1,230.00 ","Class 10 - Moderate, 2022",
Fixed OPEX ($/kw-year), $ 22.03 ,"Class 10 - Moderate, 2022",
,,,
FROM SAM DATA DOWNLOAD					,,CALCULATED COLUMN,
Time stamp,AC inverter output power | (W),Capacity Factor (%),
"Jul 16, 12:00 am",10637.1,1.43%,
"Jul 16, 01:00 am",1453.92,0.19%,
"Jul 16, 02:00 am",0,0.00%,
"Jul 16, 03:00 am",0,0.00%,
"Jul 16, 04:00 am",0,0.00%,
"Jul 16, 05:00 am",0,0.00%,
"Jul 16, 06:00 am",0,0.00%,
"Jul 16, 07:00 am",0,0.00%,
"Jul 16, 08:00 am",0,0.00%,
"Jul 16, 09:00 am",0,0.00%,
"Jul 16, 10:00 am",4772.95,0.64%,
"Jul 16, 11:00 am",23087,3.09%,
"Jul 16, 12:00 pm",76187,10.21%,
"Jul 16, 01:00 pm",271459,36.38%,
"Jul 16, 02:00 pm",445116,59.65%,
"Jul 16, 03:00 pm",568519,76.18%,
"Jul 16, 04:00 pm",650339,87.15%,
"Jul 16, 05:00 pm",688297,92.23%,
"Jul 16, 06:00 pm",694480,93.06%,
"Jul 16, 07:00 pm",652722,87.46%,
"Jul 16, 08:00 pm",567892,76.10%,
"Jul 16, 09:00 pm",445957,59.76%,
"Jul 16, 10:00 pm",271615,36.40%,
"Jul 16, 11:00 pm",77711.1,10.41%,
"Jul 17, 12:00 am",20762.2,2.78%,
"Jul 17, 01:00 am",4746.06,0.64%,
"Jul 17, 02:00 am",0,0.00%,
"Jul 17, 03:00 am",0,0.00%,
"Jul 17, 04:00 am",0,0.00%,
"Jul 17, 05:00 am",0,0.00%,
"Jul 17, 06:00 am",0,0.00%,
"Jul 17, 07:00 am",0,0.00%,
"Jul 17, 08:00 am",0,0.00%,
"Jul 17, 09:00 am",0,0.00%,
"Jul 17, 10:00 am",3984.81,0.53%,
"Jul 17, 11:00 am",32415.1,4.34%,
"Jul 17, 12:00 pm",91535.1,12.27%,
"Jul 17, 01:00 pm",141179,18.92%,
"Jul 17, 02:00 pm",240612,32.24%,
"Jul 17, 03:00 pm",461697,61.87%,
"Jul 17, 04:00 pm",551319,73.88%,
"Jul 17, 05:00 pm",602785,80.77%,
"Jul 17, 06:00 pm",486496,65.19%,
"Jul 17, 07:00 pm",649788,87.07%,
"Jul 17, 08:00 pm",546815,73.27%,
"Jul 17, 09:00 pm",450684,60.39%,
"Jul 17, 10:00 pm",261002,34.97%,
"Jul 17, 11:00 pm",81251.5,10.89%,
"Jul 18, 12:00 am",22432.4,3.01%,
"Jul 18, 01:00 am",4755.98,0.64%,
"Jul 18, 02:00 am",0,0.00%,
"Jul 18, 03:00 am",0,0.00%,
"Jul 18, 04:00 am",0,0.00%,
"Jul 18, 05:00 am",0,0.00%,
"Jul 18, 06:00 am",0,0.00%,
"Jul 18, 07:00 am",0,0.00%,
"Jul 18, 08:00 am",0,0.00%,
"Jul 18, 09:00 am",0,0.00%,
"Jul 18, 10:00 am",4418.95,0.59%,
"Jul 18, 11:00 am",22397.4,3.00%,
"Jul 18, 12:00 pm",77695.6,10.41%,
"Jul 18, 01:00 pm",267645,35.86%,
"Jul 18, 02:00 pm",439617,58.91%,
"Jul 18, 03:00 pm",558233,74.80%,
"Jul 18, 04:00 pm",637386,85.41%,
"Jul 18, 05:00 pm",661915,88.70%,
"Jul 18, 06:00 pm",636592,85.30%,
"Jul 18, 07:00 pm",630413,84.48%,
"Jul 18, 08:00 pm",551022,73.84%,
"Jul 18, 09:00 pm",431984,57.89%,
"Jul 18, 10:00 pm",263749,35.34%,
"Jul 18, 11:00 pm",76465,10.25%,
"Jul 19, 12:00 am",21105.2,2.83%,
"Jul 19, 01:00 am",4269.89,0.57%,
"Jul 19, 02:00 am",0,0.00%,
"Jul 19, 03:00 am",0,0.00%,
"Jul 19, 04:00 am",0,0.00%,
"Jul 19, 05:00 am",0,0.00%,
"Jul 19, 06:00 am",0,0.00%,
"Jul 19, 07:00 am",0,0.00%,
"Jul 19, 08:00 am",0,0.00%,
"Jul 19, 09:00 am",0,0.00%,
"Jul 19, 10:00 am",3523.93,0.47%,
"Jul 19, 11:00 am",22169.9,2.97%,
"Jul 19, 12:00 pm",75509.3,10.12%,
"Jul 19, 01:00 pm",257704,34.53%,
"Jul 19, 02:00 pm",391774,52.50%,
"Jul 19, 03:00 pm",455853,61.08%,
"Jul 19, 04:00 pm",484791,64.96%,
"Jul 19, 05:00 pm",598616,80.21%,
"Jul 19, 06:00 pm",596748,79.96%,
"Jul 19, 07:00 pm",486045,65.13%,
"Jul 19, 08:00 pm",425103,56.96%,
"Jul 19, 09:00 pm",394637,52.88%,
"Jul 19, 10:00 pm",242812,32.54%,
"Jul 19, 11:00 pm",81557,10.93%,
"Jul 20, 12:00 am",26763.3,3.59%,
"Jul 20, 01:00 am",3452.18,0.46%,
"Jul 20, 02:00 am",0,0.00%,
"Jul 20, 03:00 am",0,0.00%,
"Jul 20, 04:00 am",0,0.00%,
"Jul 20, 05:00 am",0,0.00%,
"Jul 20, 06:00 am",0,0.00%,
"Jul 20, 07:00 am",0,0.00%,
"Jul 20, 08:00 am",0,0.00%,
"Jul 20, 09:00 am",0,0.00%,
"Jul 20, 10:00 am",0,0.00%,
"Jul 20, 11:00 am",6894.26,0.92%,
"Jul 20, 12:00 pm",9854.91,1.32%,
"Jul 20, 01:00 pm",29019.7,3.89%,
"Jul 20, 02:00 pm",68038.6,9.12%,
"Jul 20, 03:00 pm",41435.7,5.55%,
"Jul 20, 04:00 pm",121596,16.29%,
"Jul 20, 05:00 pm",171807,23.02%,
"Jul 20, 06:00 pm",360211,48.27%,
"Jul 20, 07:00 pm",246833,33.08%,
"Jul 20, 08:00 pm",305422,40.93%,
"Jul 20, 09:00 pm",95492.1,12.80%,
"Jul 20, 10:00 pm",159372,21.36%,
"Jul 20, 11:00 pm",85275.5,11.43%,
"Jul 21, 12:00 am",32945.2,4.41%,
"Jul 21, 01:00 am",2690.8,0.36%,
"Jul 21, 02:00 am",0,0.00%,
"Jul 21, 03:00 am",0,0.00%,
"Jul 21, 04:00 am",0,0.00%,
"Jul 21, 05:00 am",0,0.00%,
"Jul 21, 06:00 am",0,0.00%,
"Jul 21, 07:00 am",0,0.00%,
"Jul 21, 08:00 am",0,0.00%,
"Jul 21, 09:00 am",0,0.00%,
"Jul 21, 10:00 am",0,0.00%,
"Jul 21, 11:00 am",6402.37,0.86%,
"Jul 21, 12:00 pm",38247.5,5.13%,
"Jul 21, 01:00 pm",76404.2,10.24%,
"Jul 21, 02:00 pm",103345,13.85%,
"Jul 21, 03:00 pm",141366,18.94%,
"Jul 21, 04:00 pm",111425,14.93%,
"Jul 21, 05:00 pm",69491.6,9.31%,
"Jul 21, 06:00 pm",63386.6,8.49%,
"Jul 21, 07:00 pm",49068.8,6.58%,
"Jul 21, 08:00 pm",131376,17.60%,
"Jul 21, 09:00 pm",63098.1,8.46%,
"Jul 21, 10:00 pm",76755.1,10.29%,
"Jul 21, 11:00 pm",52093.2,6.98%,
"Jul 22, 12:00 am",4177.5,0.56%,
"Jul 22, 01:00 am",0,0.00%,
"Jul 22, 02:00 am",0,0.00%,
"Jul 22, 03:00 am",0,0.00%,
"Jul 22, 04:00 am",0,0.00%,
"Jul 22, 05:00 am",0,0.00%,
"Jul 22, 06:00 am",0,0.00%,
"Jul 22, 07:00 am",0,0.00%,
"Jul 22, 08:00 am",0,0.00%,
"Jul 22, 09:00 am",0,0.00%,
"Jul 22, 10:00 am",1920.18,0.26%,
"Jul 22, 11:00 am",31788.2,4.26%,
"Jul 22, 12:00 pm",29158.4,3.91%,
"Jul 22, 01:00 pm",135229,18.12%,
"Jul 22, 02:00 pm",175920,23.57%,
"Jul 22, 03:00 pm",192692,25.82%,
"Jul 22, 04:00 pm",238672,31.98%,
"Jul 22, 05:00 pm",377840,50.63%,
"Jul 22, 06:00 pm",600841,80.51%,
"Jul 22, 07:00 pm",624680,83.71%,
"Jul 22, 08:00 pm",546808,73.27%,
"Jul 22, 09:00 pm",432307,57.93%,
"Jul 22, 10:00 pm",265587,35.59%,
"Jul 22, 11:00 pm",79739.1,10.69%,
"Jul 23, 12:00 am",23397.8,3.14%,
"Jul 23, 01:00 am",3115.71,0.42%,
"Jul 23, 02:00 am",0,0.00%,
"Jul 23, 03:00 am",0,0.00%,
"Jul 23, 04:00 am",0,0.00%,
"Jul 23, 05:00 am",0,0.00%,
"Jul 23, 06:00 am",0,0.00%,
"Jul 23, 07:00 am",0,0.00%,
"Jul 23, 08:00 am",0,0.00%,
"Jul 23, 09:00 am",0,0.00%,
"Jul 23, 10:00 am",1515.28,0.20%,
"Jul 23, 11:00 am",25595.4,3.43%,
"Jul 23, 12:00 pm",80253.7,10.75%,
"Jul 23, 01:00 pm",258651,34.66%,
"Jul 23, 02:00 pm",426161,57.11%,
"Jul 23, 03:00 pm",545902,73.15%,
"Jul 23, 04:00 pm",619472,83.01%,
"Jul 23, 05:00 pm",660017,88.44%,
"Jul 23, 06:00 pm",659358,88.35%,
"Jul 23, 07:00 pm",621120,83.23%,
"Jul 23, 08:00 pm",546371,73.21%,
"Jul 23, 09:00 pm",410701,55.03%,
"Jul 23, 10:00 pm",260638,34.93%,
"Jul 23, 11:00 pm",82687.6,11.08%,
"Jul 24, 12:00 am",25546.2,3.42%,
"Jul 24, 01:00 am",2654.86,0.36%,
"Jul 24, 02:00 am",0,0.00%,
"Jul 24, 03:00 am",0,0.00%,
"Jul 24, 04:00 am",0,0.00%,
"Jul 24, 05:00 am",0,0.00%,
"Jul 24, 06:00 am",0,0.00%,
"Jul 24, 07:00 am",0,0.00%,
"Jul 24, 08:00 am",0,0.00%,
"Jul 24, 09:00 am",0,0.00%,
"Jul 24, 10:00 am",1898.24,0.25%,
"Jul 24, 11:00 am",24788.8,3.32%,
"Jul 24, 12:00 pm",76471.2,10.25%,
"Jul 24, 01:00 pm",260349,34.89%,
"Jul 24, 02:00 pm",432055,57.90%,
"Jul 24, 03:00 pm",555486,74.43%,
"Jul 24, 04:00 pm",640306,85.80%,
"Jul 24, 05:00 pm",683894,91.64%,
"Jul 24, 06:00 pm",687348,92.10%,
"Jul 24, 07:00 pm",648382,86.88%,
"Jul 24, 08:00 pm",567302,76.02%,
"Jul 24, 09:00 pm",444069,59.51%,
"Jul 24, 10:00 pm",270738,36.28%,
"Jul 24, 11:00 pm",80384.7,10.77%,
"Jul 25, 12:00 am",20971.4,2.81%,
"Jul 25, 01:00 am",2279.53,0.31%,
"Jul 25, 02:00 am",0,0.00%,
"Jul 25, 03:00 am",0,0.00%,
"Jul 25, 04:00 am",0,0.00%,
"Jul 25, 05:00 am",0,0.00%,
"Jul 25, 06:00 am",0,0.00%,
"Jul 25, 07:00 am",0,0.00%,
"Jul 25, 08:00 am",0,0.00%,
"Jul 25, 09:00 am",0,0.00%,
"Jul 25, 10:00 am",1901.4,0.25%,
"Jul 25, 11:00 am",20064.6,2.69%,
"Jul 25, 12:00 pm",74594.4,10.00%,
"Jul 25, 01:00 pm",261151,34.99%,
"Jul 25, 02:00 pm",430345,57.67%,
"Jul 25, 03:00 pm",531326,71.20%,
"Jul 25, 04:00 pm",304656,40.82%,
"Jul 25, 05:00 pm",385459,51.65%,
"Jul 25, 06:00 pm",364944,48.90%,
"Jul 25, 07:00 pm",102198,13.69%,
"Jul 25, 08:00 pm",63288.9,8.48%,
"Jul 25, 09:00 pm",109758,14.71%,
"Jul 25, 10:00 pm",103400,13.86%,
"Jul 25, 11:00 pm",33353.6,4.47%,
"Jul 26, 12:00 am",3572.82,0.48%,
"Jul 26, 01:00 am",0,0.00%,
"Jul 26, 02:00 am",0,0.00%,
"Jul 26, 03:00 am",0,0.00%,
"Jul 26, 04:00 am",0,0.00%,
"Jul 26, 05:00 am",0,0.00%,
"Jul 26, 06:00 am",0,0.00%,
"Jul 26, 07:00 am",0,0.00%,
"Jul 26, 08:00 am",0,0.00%,
"Jul 26, 09:00 am",0,0.00%,
"Jul 26, 10:00 am",729.114,0.10%,
"Jul 26, 11:00 am",24399.5,3.27%,
"Jul 26, 12:00 pm",42907.7,5.75%,
"Jul 26, 01:00 pm",179430,24.04%,
"Jul 26, 02:00 pm",102215,13.70%,
"Jul 26, 03:00 pm",313496,42.01%,
"Jul 26, 04:00 pm",137054,18.37%,
"Jul 26, 05:00 pm",454379,60.89%,
"Jul 26, 06:00 pm",470454,63.04%,
"Jul 26, 07:00 pm",245988,32.96%,
"Jul 26, 08:00 pm",164155,22.00%,
"Jul 26, 09:00 pm",225846,30.26%,
"Jul 26, 10:00 pm",51640.5,6.92%,
"Jul 26, 11:00 pm",33806.6,4.53%,
"Jul 27, 12:00 am",11484.5,1.54%,
"Jul 27, 01:00 am",0,0.00%,
"Jul 27, 02:00 am",0,0.00%,
"Jul 27, 03:00 am",0,0.00%,
"Jul 27, 04:00 am",0,0.00%,
"Jul 27, 05:00 am",0,0.00%,
"Jul 27, 06:00 am",0,0.00%,
"Jul 27, 07:00 am",0,0.00%,
"Jul 27, 08:00 am",0,0.00%,
"Jul 27, 09:00 am",0,0.00%,
"Jul 27, 10:00 am",1124.63,0.15%,
"Jul 27, 11:00 am",24749.8,3.32%,
"Jul 27, 12:00 pm",81256,10.89%,
"Jul 27, 01:00 pm",87918.8,11.78%,
"Jul 27, 02:00 pm",133311,17.86%,
"Jul 27, 03:00 pm",63590.1,8.52%,
"Jul 27, 04:00 pm",103886,13.92%,
"Jul 27, 05:00 pm",88735.1,11.89%,
"Jul 27, 06:00 pm",126741,16.98%,
"Jul 27, 07:00 pm",92720.5,12.42%,
"Jul 27, 08:00 pm",155473,20.83%,
"Jul 27, 09:00 pm",251958,33.76%,
"Jul 27, 10:00 pm",114947,15.40%,
"Jul 27, 11:00 pm",45495,6.10%,
"Jul 28, 12:00 am",21135,2.83%,
"Jul 28, 01:00 am",727.391,0.10%,
"Jul 28, 02:00 am",0,0.00%,
"Jul 28, 03:00 am",0,0.00%,
"Jul 28, 04:00 am",0,0.00%,
"Jul 28, 05:00 am",0,0.00%,
"Jul 28, 06:00 am",0,0.00%,
"Jul 28, 07:00 am",0,0.00%,
"Jul 28, 08:00 am",0,0.00%,
"Jul 28, 09:00 am",0,0.00%,
"Jul 28, 10:00 am",0,0.00%,
"Jul 28, 11:00 am",21596.4,2.89%,
"Jul 28, 12:00 pm",74691,10.01%,
"Jul 28, 01:00 pm",265347,35.56%,
"Jul 28, 02:00 pm",438458,58.75%,
"Jul 28, 03:00 pm",561950,75.30%,
"Jul 28, 04:00 pm",642886,86.15%,
"Jul 28, 05:00 pm",550285,73.74%,
"Jul 28, 06:00 pm",657782,88.14%,
"Jul 28, 07:00 pm",639698,85.72%,
"Jul 28, 08:00 pm",558920,74.90%,
"Jul 28, 09:00 pm",435244,58.32%,
"Jul 28, 10:00 pm",252513,33.84%,
"Jul 28, 11:00 pm",79365.9,10.64%,
"Jul 29, 12:00 am",24126,3.23%,
"Jul 29, 01:00 am",1481.81,0.20%,
"Jul 29, 02:00 am",0,0.00%,
"Jul 29, 03:00 am",0,0.00%,
"Jul 29, 04:00 am",0,0.00%,
"Jul 29, 05:00 am",0,0.00%,
"Jul 29, 06:00 am",0,0.00%,
"Jul 29, 07:00 am",0,0.00%,
"Jul 29, 08:00 am",0,0.00%,
"Jul 29, 09:00 am",0,0.00%,
"Jul 29, 10:00 am",0,0.00%,
"Jul 29, 11:00 am",24791.8,3.32%,
"Jul 29, 12:00 pm",82633.6,11.07%,
"Jul 29, 01:00 pm",253766,34.00%,
"Jul 29, 02:00 pm",419337,56.19%,
"Jul 29, 03:00 pm",539661,72.31%,
"Jul 29, 04:00 pm",620997,83.21%,
"Jul 29, 05:00 pm",664328,89.02%,
"Jul 29, 06:00 pm",676868,90.70%,
"Jul 29, 07:00 pm",637793,85.46%,
"Jul 29, 08:00 pm",557748,74.74%,
"Jul 29, 09:00 pm",435684,58.38%,
"Jul 29, 10:00 pm",266581,35.72%,
"Jul 29, 11:00 pm",76972.8,10.31%,
"Jul 30, 12:00 am",18680.8,2.50%,
"Jul 30, 01:00 am",0,0.00%,
"Jul 30, 02:00 am",0,0.00%,
"Jul 30, 03:00 am",0,0.00%,
"Jul 30, 04:00 am",0,0.00%,
"Jul 30, 05:00 am",0,0.00%,
"Jul 30, 06:00 am",0,0.00%,
"Jul 30, 07:00 am",0,0.00%,
"Jul 30, 08:00 am",0,0.00%,
"Jul 30, 09:00 am",0,0.00%,
"Jul 30, 10:00 am",0,0.00%,
"Jul 30, 11:00 am",20313.2,2.72%,
"Jul 30, 12:00 pm",72888.6,9.77%,
"Jul 30, 01:00 pm",262325,35.15%,
"Jul 30, 02:00 pm",432839,58.00%,
"Jul 30, 03:00 pm",551698,73.93%,
"Jul 30, 04:00 pm",630355,84.47%,
"Jul 30, 05:00 pm",668472,89.58%,
"Jul 30, 06:00 pm",667319,89.42%,
"Jul 30, 07:00 pm",611995,82.01%,
"Jul 30, 08:00 pm",380719,51.02%,
"Jul 30, 09:00 pm",203552,27.28%,
"Jul 30, 10:00 pm",220446,29.54%,
"Jul 30, 11:00 pm",75820.1,10.16%,
"Jul 31, 12:00 am",20225,2.71%,
"Jul 31, 01:00 am",0,0.00%,
"Jul 31, 02:00 am",0,0.00%,
"Jul 31, 03:00 am",0,0.00%,
"Jul 31, 04:00 am",0,0.00%,
"Jul 31, 05:00 am",0,0.00%,
"Jul 31, 06:00 am",0,0.00%,
"Jul 31, 07:00 am",0,0.00%,
"Jul 31, 08:00 am",0,0.00%,
"Jul 31, 09:00 am",0,0.00%,
"Jul 31, 10:00 am",0,0.00%,
"Jul 31, 11:00 am",19674.9,2.64%,
"Jul 31, 12:00 pm",74784.9,10.02%,
"Jul 31, 01:00 pm",263654,35.33%,
"Jul 31, 02:00 pm",434404,58.21%,
"Jul 31, 03:00 pm",554868,74.35%,
"Jul 31, 04:00 pm",631672,84.64%,
"Jul 31, 05:00 pm",670348,89.83%,
"Jul 31, 06:00 pm",625013,83.75%,
"Jul 31, 07:00 pm",521004,69.81%,
"Jul 31, 08:00 pm",543434,72.82%,
"Jul 31, 09:00 pm",350480,46.96%,
"Jul 31, 10:00 pm",259168,34.73%,
"Jul 31, 11:00 pm",75980.3,10.18%,
"Aug 1, 12:00 am",18700,2.51%,
"Aug 1, 01:00 am",0,0.00%,
"Aug 1, 02:00 am",0,0.00%,
"Aug 1, 03:00 am",0,0.00%,
"Aug 1, 04:00 am",0,0.00%,
"Aug 1, 05:00 am",0,0.00%,
"Aug 1, 06:00 am",0,0.00%,
"Aug 1, 07:00 am",0,0.00%,
"Aug 1, 08:00 am",0,0.00%,
"Aug 1, 09:00 am",0,0.00%,
"Aug 1, 10:00 am",0,0.00%,
"Aug 1, 11:00 am",23119.8,3.10%,
"Aug 1, 12:00 pm",77763.8,10.42%,
"Aug 1, 01:00 pm",40044.7,5.37%,
"Aug 1, 02:00 pm",91220.1,12.22%,
"Aug 1, 03:00 pm",66580.1,8.92%,
"Aug 1, 04:00 pm",56124.2,7.52%,
"Aug 1, 05:00 pm",68736.1,9.21%,
"Aug 1, 06:00 pm",96290.4,12.90%,
"Aug 1, 07:00 pm",57168.4,7.66%,
"Aug 1, 08:00 pm",73710.9,9.88%,
"Aug 1, 09:00 pm",96363.5,12.91%,
"Aug 1, 10:00 pm",26249.3,3.52%,
"Aug 1, 11:00 pm",11345.4,1.52%,
"Aug 2, 12:00 am",3118.5,0.42%,
"Aug 2, 01:00 am",0,0.00%,
"Aug 2, 02:00 am",0,0.00%,
"Aug 2, 03:00 am",0,0.00%,
"Aug 2, 04:00 am",0,0.00%,
"Aug 2, 05:00 am",0,0.00%,
"Aug 2, 06:00 am",0,0.00%,
"Aug 2, 07:00 am",0,0.00%,
"Aug 2, 08:00 am",0,0.00%,
"Aug 2, 09:00 am",0,0.00%,
"Aug 2, 10:00 am",0,0.00%,
"Aug 2, 11:00 am",19147,2.57%,
"Aug 2, 12:00 pm",72780.4,9.75%,
"Aug 2, 01:00 pm",90778.5,12.16%,
"Aug 2, 02:00 pm",151156,20.25%,
"Aug 2, 03:00 pm",210916,28.26%,
"Aug 2, 04:00 pm",175159,23.47%,
"Aug 2, 05:00 pm",158364,21.22%,
"Aug 2, 06:00 pm",175038,23.46%,
"Aug 2, 07:00 pm",128662,17.24%,
"Aug 2, 08:00 pm",111800,14.98%,
"Aug 2, 09:00 pm",75119.3,10.07%,
"Aug 2, 10:00 pm",54480.6,7.30%,
"Aug 2, 11:00 pm",52467.5,7.03%,
"Aug 3, 12:00 am",17797.1,2.38%,
"Aug 3, 01:00 am",0,0.00%,
"Aug 3, 02:00 am",0,0.00%,
"Aug 3, 03:00 am",0,0.00%,
"Aug 3, 04:00 am",0,0.00%,
"Aug 3, 05:00 am",0,0.00%,
"Aug 3, 06:00 am",0,0.00%,
"Aug 3, 07:00 am",0,0.00%,
"Aug 3, 08:00 am",0,0.00%,
"Aug 3, 09:00 am",0,0.00%,
"Aug 3, 10:00 am",0,0.00%,
"Aug 3, 11:00 am",22037.1,2.95%,
"Aug 3, 12:00 pm",77907.7,10.44%,
"Aug 3, 01:00 pm",267050,35.78%,
"Aug 3, 02:00 pm",442889,59.35%,
"Aug 3, 03:00 pm",563566,75.52%,
"Aug 3, 04:00 pm",642611,86.11%,
"Aug 3, 05:00 pm",679272,91.02%,
"Aug 3, 06:00 pm",675658,90.54%,
"Aug 3, 07:00 pm",633990,84.95%,
"Aug 3, 08:00 pm",497622,66.68%,
"Aug 3, 09:00 pm",354755,47.54%,
"Aug 3, 10:00 pm",227488,30.48%,
"Aug 3, 11:00 pm",70457.8,9.44%,
"Aug 4, 12:00 am",23707.6,3.18%,
"Aug 4, 01:00 am",0,0.00%,
"Aug 4, 02:00 am",0,0.00%,
"Aug 4, 03:00 am",0,0.00%,
"Aug 4, 04:00 am",0,0.00%,
"Aug 4, 05:00 am",0,0.00%,
"Aug 4, 06:00 am",0,0.00%,
"Aug 4, 07:00 am",0,0.00%,
"Aug 4, 08:00 am",0,0.00%,
"Aug 4, 09:00 am",0,0.00%,
"Aug 4, 10:00 am",0,0.00%,
"Aug 4, 11:00 am",4013.67,0.54%,
"Aug 4, 12:00 pm",11497.8,1.54%,
"Aug 4, 01:00 pm",28285,3.79%,
"Aug 4, 02:00 pm",18704.9,2.51%,
"Aug 4, 03:00 pm",118478,15.88%,
"Aug 4, 04:00 pm",211519,28.34%,
"Aug 4, 05:00 pm",131411,17.61%,
"Aug 4, 06:00 pm",125407,16.80%,
"Aug 4, 07:00 pm",337516,45.23%,
"Aug 4, 08:00 pm",126500,16.95%,
"Aug 4, 09:00 pm",50454.8,6.76%,
"Aug 4, 10:00 pm",41101.2,5.51%,
"Aug 4, 11:00 pm",9133.7,1.22%,
"Aug 5, 12:00 am",2957.39,0.40%,
"Aug 5, 01:00 am",0,0.00%,
"Aug 5, 02:00 am",0,0.00%,
"Aug 5, 03:00 am",0,0.00%,
"Aug 5, 04:00 am",0,0.00%,
"Aug 5, 05:00 am",0,0.00%,
"Aug 5, 06:00 am",0,0.00%,
"Aug 5, 07:00 am",0,0.00%,
"Aug 5, 08:00 am",0,0.00%,
"Aug 5, 09:00 am",0,0.00%,
"Aug 5, 10:00 am",0,0.00%,
"Aug 5, 11:00 am",19587.5,2.62%,
"Aug 5, 12:00 pm",69716.8,9.34%,
"Aug 5, 01:00 pm",218330,29.26%,
"Aug 5, 02:00 pm",235491,31.56%,
"Aug 5, 03:00 pm",49610.8,6.65%,
"Aug 5, 04:00 pm",148692,19.92%,
"Aug 5, 05:00 pm",286552,38.40%,
"Aug 5, 06:00 pm",627049,84.02%,
"Aug 5, 07:00 pm",518149,69.43%,
"Aug 5, 08:00 pm",408154,54.69%,
"Aug 5, 09:00 pm",39333.8,5.27%,
"Aug 5, 10:00 pm",98826.6,13.24%,
"Aug 5, 11:00 pm",78126.9,10.47%,
"Aug 6, 12:00 am",20960.2,2.81%,
"Aug 6, 01:00 am",0,0.00%,
"Aug 6, 02:00 am",0,0.00%,
"Aug 6, 03:00 am",0,0.00%,
"Aug 6, 04:00 am",0,0.00%,
"Aug 6, 05:00 am",0,0.00%,
"Aug 6, 06:00 am",0,0.00%,
"Aug 6, 07:00 am",0,0.00%,
"Aug 6, 08:00 am",0,0.00%,
"Aug 6, 09:00 am",0,0.00%,
"Aug 6, 10:00 am",0,0.00%,
"Aug 6, 11:00 am",20730.8,2.78%,
"Aug 6, 12:00 pm",76283.6,10.22%,
"Aug 6, 01:00 pm",223802,29.99%,
"Aug 6, 02:00 pm",411703,55.17%,
"Aug 6, 03:00 pm",543240,72.79%,
"Aug 6, 04:00 pm",452173,60.59%,
"Aug 6, 05:00 pm",566126,75.86%,
"Aug 6, 06:00 pm",445490,59.70%,
"Aug 6, 07:00 pm",439170,58.85%,
"Aug 6, 08:00 pm",315847,42.32%,
"Aug 6, 09:00 pm",418639,56.10%,
"Aug 6, 10:00 pm",259707,34.80%,
"Aug 6, 11:00 pm",80040.9,10.73%,
"Aug 7, 12:00 am",20553.6,2.75%,
"Aug 7, 01:00 am",0,0.00%,
"Aug 7, 02:00 am",0,0.00%,
"Aug 7, 03:00 am",0,0.00%,
"Aug 7, 04:00 am",0,0.00%,
"Aug 7, 05:00 am",0,0.00%,
"Aug 7, 06:00 am",0,0.00%,
"Aug 7, 07:00 am",0,0.00%,
"Aug 7, 08:00 am",0,0.00%,
"Aug 7, 09:00 am",0,0.00%,
"Aug 7, 10:00 am",0,0.00%,
"Aug 7, 11:00 am",19594.9,2.63%,
"Aug 7, 12:00 pm",72911.4,9.77%,
"Aug 7, 01:00 pm",167417,22.43%,
"Aug 7, 02:00 pm",429157,57.51%,
"Aug 7, 03:00 pm",566870,75.96%,
"Aug 7, 04:00 pm",597147,80.02%,
"Aug 7, 05:00 pm",683979,91.65%,
"Aug 7, 06:00 pm",581546,77.93%,
"Aug 7, 07:00 pm",593759,79.56%,
"Aug 7, 08:00 pm",555146,74.39%,
"Aug 7, 09:00 pm",440992,59.09%,
"Aug 7, 10:00 pm",267005,35.78%,
"Aug 7, 11:00 pm",76318.3,10.23%,
"Aug 8, 12:00 am",19064,2.55%,
"Aug 8, 01:00 am",0,0.00%,
"Aug 8, 02:00 am",0,0.00%,
"Aug 8, 03:00 am",0,0.00%,
"Aug 8, 04:00 am",0,0.00%,
"Aug 8, 05:00 am",0,0.00%,
"Aug 8, 06:00 am",0,0.00%,
"Aug 8, 07:00 am",0,0.00%,
"Aug 8, 08:00 am",0,0.00%,
"Aug 8, 09:00 am",0,0.00%,
"Aug 8, 10:00 am",0,0.00%,
"Aug 8, 11:00 am",18119.1,2.43%,
"Aug 8, 12:00 pm",74664.6,10.01%,
"Aug 8, 01:00 pm",265731,35.61%,
"Aug 8, 02:00 pm",436781,58.53%,
"Aug 8, 03:00 pm",558406,74.83%,
"Aug 8, 04:00 pm",579868,77.70%,
"Aug 8, 05:00 pm",562523,75.38%,
"Aug 8, 06:00 pm",343960,46.09%,
"Aug 8, 07:00 pm",529013,70.89%,
"Aug 8, 08:00 pm",105162,14.09%,
"Aug 8, 09:00 pm",118356,15.86%,
"Aug 8, 10:00 pm",123190,16.51%,
